=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.03.03 17:09:04 =~=~=~=~=~=~=~=~=~=~=~=
.80
133,357,82.90,25.8134,357,82.90,25.80
133,357,82.90,25.80
134,357,82.90,25.80
133,357,82.90,25.80
133,358,82.90,25.80
133,357,83.00,25.80
133,357,83.00,25.80
133,357,83.00,25.80
133,357,83.00,25.80
133,357,83.00,25.80
133,358,83.10,25.80
133,357,83.00,25.80
133,357,83.10,25.80
133,357,83.10,25.80
133,357,83.10,25.80
134,357,83.10,25.80
133,357,83.10,25.80
133,357,83.20,25.80
133,357,83.20,25.80
133,357,83.20,25.80
133,358,83.20,25.80
133,358,83.20,25.80
133,358,83.10,25.80
133,357,83.10,25.80
133,358,83.10,25.80
133,357,83.20,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,357,83.10,25.80
133,357,83.10,25.80
133,358,83.10,25.80
133,357,83.10,25.80
133,358,83.10,25.80
133,357,83.10,25.80
133,358,83.10,25.80
133,359,83.10,25.80
133,359,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,357,83.10,25.80
133,357,83.10,25.80
133,357,83.10,25.80
133,359,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,82.90,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,359,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,82.90,25.80
133,358,82.90,25.80
133,358,82.90,25.80
133,358,82.90,25.80
133,359,82.90,25.80
133,358,82.90,25.80
133,358,82.90,25.80
133,358,82.90,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
132,357,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,359,83.00,25.80
133,358,83.00,25.80
133,358,83.00,25.80
133,358,83.10,25.80
133,358,83.10,25.80
132,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.10,25.80
133,358,83.20,25.80
133,358,83.20,25.80
133,358,83.20,25.80
132,358,83.20,25.80
133,358,83.20,25.80
132,358,83.20,25.80
132,358,83.20,25.80
133,358,83.20,25.80
133,358,83.20,25.80
133,358,83.20,25.80
133,358,83.20,25.80
132,358,83.20,25.80
132,358,83.20,25.80
133,358,83.20,25.80
132,358,83.20,25.80
133,358,83.20,25.80
132,358,83.20,25.80
132,358,83.20,25.80
132,358,83.30,25.80
132,357,83.30,25.80
132,358,83.30,25.80
133,358,83.30,25.80
132,359,83.30,25.80
132,358,83.30,25.80
132,358,83.30,25.80
133,358,83.30,25.80
132,358,83.30,25.80
133,359,83.30,25.80
132,358,83.30,25.80
132,358,83.30,25.80
132,359,83.40,25.80
132,358,83.40,25.80
132,359,83.40,25.80
133,358,83.40,25.80
132,358,83.30,25.80
132,358,83.40,25.80
132,358,83.40,25.80
132,358,83.40,25.80
132,358,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,358,83.40,25.80
132,358,83.40,25.80
132,359,83.40,25.80
132,358,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
133,359,83.50,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.50,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,360,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.50,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,360,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
132,359,83.40,25.80
